l_simp_chinese:
 religion_swap.1.t:0 "State Religion"
 standardize_modern_mexican.6.t:0 "$modern_mexican$ Debug Menu"
 standardize_modern_mexican.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $modern_mexican$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_modern_mexican.6.a:0 "Keep me around, just in case."
 standardize_modern_mexican.6.b:0 "Hide this menu and decision forever."
 standardize_modern_mexican.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_modern_mexican.6.d:0 "Trigger the 30/50/70 year milestone event now."
 standardize_modern_mexican.6.e:0 "Convert all eligible pops to $modern_mexican$."
 standardize_modern_mexican.6.g:0 "Change state religion."
 complete_modern_mexican_decision_not_var_custom_tooltip:0 "Has not decided to set $modern_mexican$ conversion to 100%"
 complete_modern_mexican_decision_var_custom_tooltip:0 "Has decided to set $modern_mexican$ conversion to 100%"
 hide_modern_mexican_debug_menu_var_custom_tooltip:0 "Will remove the debug menu and decision to open it"
 complete_modern_mexican_decision:0 "Open Performance Helper Menu"
 complete_modern_mexican_decision_desc:0 "If you have performance issues or want to fast track the 30/50/70 year milestone event."
 rule_sc_modern_mexican:0 "Mexican Occurrence"
 setting_sc_modern_mexican_never:0 "Never"
 setting_sc_modern_mexican_never_desc:0 "With this setting Mexican will not automatically spawn. It can still be triggered by tag switching however."
 setting_sc_modern_mexican_manual:0 "Manual"
 setting_sc_modern_mexican_manual_desc:0 "With this setting Mexican will not automatically spawn unless its part of the authors choice setting and that setting is enabled. It can still be triggered by tag switching however."
 setting_sc_modern_mexican_auto:0 "Automatic"
 setting_sc_modern_mexican_auto_desc:0 "With this setting Mexican will always happen if the requirements are met."
 standardize_modern_mexican_addon_afro_caribeno.1.t:0 "What about $afro_caribeno$?"
 standardize_modern_mexican_addon_afro_caribeno.1.f:0 "Some of our advisors say that the $afro_caribeno$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_mexican_addon_afro_caribeno.1.a:0 "We will include them!"
 standardize_modern_mexican_addon_afro_caribeno.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_mexican_addon_afro_caribeno_var_custom_tooltip:0 "Has decided to include the $afro_caribeno$."
 standardize_modern_mexican_addon_afro_caribeno_not_var_custom_tooltip:0 "Has not yet decided to include the $afro_caribeno$ culture."
 standardize_modern_mexican_addon_central_american.1.t:0 "What about $central_american$?"
 standardize_modern_mexican_addon_central_american.1.f:0 "Some of our advisors say that the $central_american$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_mexican_addon_central_american.1.a:0 "We will include them!"
 standardize_modern_mexican_addon_central_american.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_mexican_addon_central_american_var_custom_tooltip:0 "Has decided to include the $central_american$."
 standardize_modern_mexican_addon_central_american_not_var_custom_tooltip:0 "Has not yet decided to include the $central_american$ culture."
 standardize_modern_mexican_addon_miskito.1.t:0 "What about $miskito$?"
 standardize_modern_mexican_addon_miskito.1.f:0 "Some of our advisors say that the $miskito$ culture should not be made part of our plans, be it for historical, linguistic, cultural or other reasons." 
 standardize_modern_mexican_addon_miskito.1.a:0 "We will include them!"
 standardize_modern_mexican_addon_miskito.1.b:0 "Perhaps its better to exclude them."
 standardize_modern_mexican_addon_miskito_var_custom_tooltip:0 "Has decided to include the $miskito$."
 standardize_modern_mexican_addon_miskito_not_var_custom_tooltip:0 "Has not yet decided to include the $miskito$ culture."
 modern_portuguese:0 "Portuguese"
 standardize_modern_portuguese_decision_var_custom_tooltip:0 "Has made the decision to develop the Portuguese culture"
 standardize_modern_portuguese_decision_not_var_custom_tooltip:0 "Has not yet made the decision to develop the Portuguese culture"
 standardize_modern_portuguese_decision:0 "Develop the Portuguese Culture"
 standardize_modern_portuguese_decision_desc:0 "Prepare plans to eventually manifest this culture."
 je_standardize_modern_portuguese:0 "Develop Portuguese"
 je_standardize_modern_portuguese_reason:0 "With every new generation and every annual graduation of fresh minds from our schools our newly hatched syncretic culture will venture into the world. After 30 years we shall be reviewing the new status quo!"
 standardize_modern_portuguese.1.t:0 "Emerging Portuguese Culture"
 standardize_modern_portuguese.1.f:0 "By geographically uniting the many different cultures with each other it is now time to enter the next chapter that continues the integration of our people with each other. Be it orthography, festivities, customs or other good things that make us special, by sharing the beneficial and standardizing that which slows us down we can only multiply the great things we already have. And so, one sweet day, our people will look past the regional differences of old and first and foremost consider themselves as Portuguese."
 standardize_modern_portuguese.1.a:0 "And so it shall be."
 standardize_modern_portuguese.2.t:0 "Yearly graduation"
 standardize_modern_portuguese.2.f:0 "New graduates."
 standardize_modern_portuguese.2.a:0 "Nice."
 standardize_modern_portuguese.3.t:0 "A Noticeable Cultural Change"
 standardize_modern_portuguese.3.f:0 "It has been many years since we have started a process that still continues in our hearts and minds. This process has changed the way we perceive ourselves and others. Each day we define ourselves less with our region and more with our great fatherland. Even better, this development has ushered in a new leading culture, a shining light, that burns especially bright in the cities."
 standardize_modern_portuguese.3.a:0 "A sign of progress."
 standardize_modern_portuguese.3.b:0 "Perhaps we should hold onto the old ways a little while longer."
 standardize_modern_portuguese.3.c:0 "We should push harder!"
 standardize_modern_portuguese.4.t:0 "Welcome To The Fold"
 standardize_modern_portuguese.4.f:0 "Although these regions have not been part of our transformative process from the start, now that they are part of it, we are eager to offer them the same prosperous future!" 
 standardize_modern_portuguese.4.a:0 "All I see is family!"
 standardize_modern_portuguese.5.t:0 "(Hidden) Yearly Conversion Event"
 standardize_modern_portuguese.5.f:0 "New graduates." 
 standardize_modern_portuguese.5.a:0 "Nice."
 standardize_modern_portuguese.6.t:0 "$modern_portuguese$ Debug Menu"
 standardize_modern_portuguese.6.f:0 "While the yearly pop conversion does not take up much computational power, the added pops from the syncretic culture can. To combat the dreaded Pop-Fragmentation aka having many different culture pops in your game that cause a slow game, you can use the last option of this event to immediately convert all pops that match the criteria to $modern_portuguese$. Every subsequent yearly tick event will also have a 100% conversion rate. This will only affect this country. If you want to use it for a syncretic culture you picked for an AI you can access this menu for the other culture via the respective culture debug menu by switching to said country. This action can not be undone for this play through! However choosing this will make the game run faster than Vanilla as you effectively eliminate a lot of pop fragments."
 standardize_modern_portuguese.6.a:0 "Keep me around, just in case."
 standardize_modern_portuguese.6.b:0 "Hide this menu and decision forever."
 standardize_modern_portuguese.6.c:0 "Trigger an additional yearly conversion tick right now."
 standardize_modern_portuguese.6.d:0 "Trigger the 30/50/70 year milestone event now."
